avg_marks,improvement_pct,experience,tutor_rating,best_tutor_id
0.5305164319248826,0.4434210526315789,0.875,0.8192090395480225,T002
0.568075117370892,0.24440298507462682,0.75,0.5310734463276838,T009
0.7089201877934271,0.32499999999999996,0.375,0.8361581920903958,T001
0.43661971830985913,0.37409090909090903,0.875,0.4576271186440679,T004
0.22535211267605626,0.423780487804878,0.875,0.8192090395480225,T002
0.7746478873239436,0.22857142857142854,0.375,0.4406779661016951,T003
0.14553990610328638,0.6113636363636363,0.875,0.8192090395480225,T002
0.9577464788732396,0.3843406593406593,0.0,0.10169491525423746,T005
0.9248826291079811,0.3398351648351648,0.25,0.0,T006
0.9061032863849766,0.29466292134831457,0.375,0.8361581920903958,T001
0.7089201877934271,0.23499999999999996,1.0,0.14689265536723184,T008
0.06103286384976525,0.42499999999999993,0.375,0.4406779661016951,T003
0.380281690140845,0.5729591836734693,1.0,0.14689265536723184,T008
0.403755868544601,0.29999999999999993,1.0,0.14689265536723184,T008
0.380281690140845,0.40288461538461534,0.625,0.26553672316384214,T010
0.7699530516431924,0.21114457831325295,0.25,0.0,T006
0.5727699530516431,0.32499999999999996,0.0,0.10169491525423746,T005
0.5962441314553991,0.40681818181818175,0.875,0.8192090395480225,T002
0.9248826291079811,0.25241935483870964,0.625,0.26553672316384214,T010
0.8075117370892019,0.2583333333333333,0.25,0.0,T006
0.5633802816901409,0.4288461538461538,0.875,0.4576271186440679,T004
0.7042253521126761,0.3804794520547945,1.0,1.0,T007
0.8873239436619719,0.27844827586206894,1.0,1.0,T007
0.4835680751173709,0.4722727272727272,1.0,0.14689265536723184,T008
0.6291079812206573,0.24999999999999994,0.0,0.10169491525423746,T005
0.6619718309859156,0.3059859154929577,0.25,0.0,T006
0.9201877934272301,0.19574468085106378,0.0,0.10169491525423746,T005
0.15023474178403756,0.4477272727272727,1.0,0.14689265536723184,T008
0.460093896713615,0.2551724137931034,1.0,0.14689265536723184,T008
0.16901408450704225,0.32499999999999996,0.875,0.4576271186440679,T004
0.19248826291079812,0.49374999999999997,0.75,0.5310734463276838,T009
0.9577464788732396,0.46151685393258424,0.875,0.4576271186440679,T004
0.5539906103286385,0.38928571428571423,0.25,0.0,T006
0.4694835680751174,0.5419642857142857,0.0,0.10169491525423746,T005
0.6572769953051641,0.2510273972602739,1.0,1.0,T007
0.15023474178403756,0.179054054054054,0.375,0.4406779661016951,T003
0.2816901408450704,0.1102272727272727,0.375,0.4406779661016951,T003
0.8075117370892019,0.30769230769230765,1.0,0.14689265536723184,T008
0.5633802816901409,0.42727272727272725,0.875,0.8192090395480225,T002
0.244131455399061,0.29207317073170724,0.875,0.8192090395480225,T002
0.244131455399061,0.522560975609756,0.375,0.8361581920903958,T001
0.056338028169014065,0.32499999999999996,0.75,0.5310734463276838,T009
0.3755868544600939,0.26874999999999993,0.75,0.5310734463276838,T009
0.9295774647887324,0.36950549450549447,0.875,0.4576271186440679,T004
0.7511737089201879,0.41874999999999996,0.875,0.8192090395480225,T002
0.2816901408450704,0.17499999999999996,0.875,0.8192090395480225,T002
0.2957746478873239,0.4477272727272727,1.0,0.14689265536723184,T008
0.6948356807511736,0.19899999999999995,0.375,0.8361581920903958,T001
0.7417840375586854,0.17861445783132526,0.875,0.8192090395480225,T002
0.5492957746478873,0.47991803278688516,0.875,0.4576271186440679,T004
0.12676056338028163,0.7169354838709677,1.0,0.14689265536723184,T008
0.244131455399061,0.1964285714285714,0.875,0.4576271186440679,T004
0.6666666666666666,0.5206521739130434,1.0,0.14689265536723184,T008
0.8920187793427231,0.5201807228915662,0.0,0.10169491525423746,T005
0.43661971830985913,0.32499999999999996,0.375,0.8361581920903958,T001
0.380281690140845,0.2974489795918367,0.0,0.10169491525423746,T005
0.37089201877934275,0.19764150943396222,1.0,1.0,T007
0.7183098591549296,0.27099999999999996,0.25,0.0,T006
0.647887323943662,0.28642857142857137,0.375,0.4406779661016951,T003
0.7323943661971831,0.2038461538461538,1.0,1.0,T007
0.20657276995305163,0.39249999999999996,0.375,0.8361581920903958,T001
0.7934272300469484,0.34230769230769226,1.0,1.0,T007
0.6619718309859156,0.435958904109589,0.25,0.0,T006
0.7417840375586854,0.30675675675675673,0.625,0.26553672316384214,T010
0.9624413145539906,0.32499999999999996,0.625,0.26553672316384214,T010
0.22535211267605626,0.29360465116279066,0.875,0.4576271186440679,T004
0.7746478873239436,0.37562499999999993,1.0,1.0,T007
0.32863849765258213,0.578125,1.0,0.14689265536723184,T008
0.13145539906103287,0.15080645161290318,0.75,0.5310734463276838,T009
0.12676056338028163,0.05499999999999994,0.375,0.4406779661016951,T003
0.46478873239436613,0.37321428571428567,0.625,0.26553672316384214,T010
0.2863849765258216,0.4477272727272727,1.0,1.0,T007
0.6995305164319249,0.463970588235294,0.375,0.4406779661016951,T003
0.4225352112676056,0.37594339622641504,0.75,0.5310734463276838,T009
0.4976525821596244,0.39863636363636357,0.75,0.5310734463276838,T009
0.7605633802816901,0.4288461538461538,0.75,0.5310734463276838,T009
0.5305164319248826,0.15624999999999994,0.375,0.8361581920903958,T001
0.15023474178403756,0.4021428571428571,0.0,0.10169491525423746,T005
0.19718309859154926,0.38928571428571423,0.875,0.4576271186440679,T004
0.5352112676056338,0.08676470588235288,0.375,0.4406779661016951,T003
0.647887323943662,0.179054054054054,0.875,0.4576271186440679,T004
0.380281690140845,0.17216981132075465,0.625,0.26553672316384214,T010
0.6009389671361501,0.26874999999999993,0.625,0.26553672316384214,T010
0.5821596244131455,0.3457692307692307,1.0,1.0,T007
0.8356807511737089,0.2622093023255814,0.375,0.8361581920903958,T001
0.8122065727699529,0.16982758620689653,0.875,0.4576271186440679,T004
0.2676056338028169,0.26499999999999996,0.0,0.10169491525423746,T005
0.11267605633802813,0.4515625,0.875,0.4576271186440679,T004
0.08920187793427231,0.18534482758620685,1.0,0.14689265536723184,T008
0.31924882629107987,0.46861702127659566,1.0,1.0,T007
0.5586854460093896,0.22272727272727266,0.625,0.26553672316384214,T010
0.5492957746478873,0.47265624999999994,1.0,0.14689265536723184,T008
0.6901408450704226,0.32499999999999996,0.875,0.4576271186440679,T004
0.9061032863849766,0.2959677419354838,0.75,0.5310734463276838,T009
0.9577464788732396,0.49374999999999997,0.625,0.26553672316384214,T010
0.6338028169014085,0.26874999999999993,0.875,0.4576271186440679,T004
0.43661971830985913,0.39863636363636357,0.875,0.8192090395480225,T002
0.16901408450704225,0.2539473684210526,0.875,0.4576271186440679,T004
0.2676056338028169,0.5673076923076923,0.375,0.8361581920903958,T001
0.10328638497652581,0.5577586206896552,0.375,0.8361581920903958,T001
0.2723004694835681,0.32499999999999996,0.875,0.4576271186440679,T004
0.7887323943661974,0.36006493506493503,0.375,0.4406779661016951,T003
0.0,0.20227272727272722,0.375,0.4406779661016951,T003
0.3145539906103286,0.19264705882352937,0.375,0.4406779661016951,T003
0.9530516431924881,0.36950549450549447,0.375,0.8361581920903958,T001
0.8873239436619719,0.5178571428571428,0.625,0.26553672316384214,T010
0.07511737089201875,0.42499999999999993,0.875,0.4576271186440679,T004
1.0,0.27099999999999996,1.0,1.0,T007
0.4835680751173709,0.3478813559322034,1.0,0.14689265536723184,T008
0.5821596244131455,0.20760869565217388,1.0,1.0,T007
0.9154929577464789,0.4801724137931034,0.875,0.4576271186440679,T004
0.5633802816901409,0.24062499999999995,0.0,0.10169491525423746,T005
0.6854460093896714,0.32499999999999996,0.875,0.8192090395480225,T002
0.2300469483568075,0.32499999999999996,0.25,0.0,T006
0.8826291079812206,0.29360465116279066,0.375,0.8361581920903958,T001
0.3943661971830985,0.5729591836734693,0.0,0.10169491525423746,T005
0.8544600938967136,0.3096590909090909,0.25,0.0,T006
0.6666666666666666,0.32499999999999996,0.625,0.26553672316384214,T010
0.8732394366197184,0.3096590909090909,0.75,0.5310734463276838,T009
0.539906103286385,0.23928571428571424,0.625,0.26553672316384214,T010
0.3145539906103286,0.0,0.0,0.10169491525423746,T005
0.23943661971830987,0.431578947368421,0.625,0.26553672316384214,T010
0.29107981220657275,0.26989795918367343,1.0,0.14689265536723184,T008
0.7464788732394366,0.27307692307692305,0.0,0.10169491525423746,T005
0.13615023474178406,0.32499999999999996,0.75,0.5310734463276838,T009
0.2300469483568075,0.22621951219512193,0.625,0.26553672316384214,T010
0.6713615023474179,0.34349315068493147,0.0,0.10169491525423746,T005
0.16431924882629112,0.22374999999999995,1.0,0.14689265536723184,T008
0.6995305164319249,0.2717105263157894,0.375,0.8361581920903958,T001
0.07511737089201875,0.15080645161290318,1.0,0.14689265536723184,T008
0.2816901408450704,0.16802325581395344,1.0,0.14689265536723184,T008
0.5821596244131455,0.4288461538461538,0.25,0.0,T006
0.45070422535211263,0.34868421052631576,1.0,1.0,T007
0.9389671361502346,0.19974226804123707,0.875,0.4576271186440679,T004
0.5117370892018779,0.4434210526315789,0.0,0.10169491525423746,T005
0.16431924882629112,0.4044117647058823,0.375,0.8361581920903958,T001
0.4835680751173709,0.5704545454545454,0.0,0.10169491525423746,T005
0.056338028169014065,0.18534482758620685,0.0,0.10169491525423746,T005
0.8215962441314554,0.3410714285714285,0.875,0.8192090395480225,T002
0.17840375586854462,0.6931818181818181,0.375,0.8361581920903958,T001
0.3004694835680751,0.32499999999999996,1.0,0.14689265536723184,T008
0.30516431924882637,0.16617647058823526,0.0,0.10169491525423746,T005
0.2863849765258216,0.5447674418604651,0.375,0.4406779661016951,T003
0.2535211267605634,0.5275,0.375,0.8361581920903958,T001
0.2582159624413145,0.5673076923076923,0.875,0.4576271186440679,T004
0.8497652582159624,0.32499999999999996,0.25,0.0,T006
0.5305164319248826,0.138076923076923,1.0,0.14689265536723184,T008
0.4178403755868545,0.3008928571428571,0.625,0.26553672316384214,T010
0.5211267605633803,0.19843749999999996,1.0,1.0,T007
0.14553990610328638,0.5704545454545454,0.25,0.0,T006
0.5164319248826291,0.30249999999999994,0.875,0.4576271186440679,T004
0.3474178403755869,0.38125,0.625,0.26553672316384214,T010
0.6056338028169015,0.2299295774647887,0.375,0.4406779661016951,T003
0.7323943661971831,0.29038461538461535,0.25,0.0,T006
0.15492957746478864,0.06959459459459455,1.0,0.14689265536723184,T008
0.6431924882629108,0.2695205479452054,0.375,0.8361581920903958,T001
0.5117370892018779,0.19435483870967737,1.0,0.14689265536723184,T008
0.11267605633802813,0.16617647058823526,0.625,0.26553672316384214,T010
0.17370892018779338,0.39423076923076916,0.375,0.8361581920903958,T001
0.4694835680751174,0.37321428571428567,0.75,0.5310734463276838,T009
0.4178403755868545,0.13214285714285712,0.25,0.0,T006
0.3615023474178404,0.27205882352941174,0.375,0.4406779661016951,T003
0.10328638497652581,0.4556451612903225,0.75,0.5310734463276838,T009
0.5962441314553991,0.47038461538461535,0.375,0.8361581920903958,T001
0.6103286384976526,0.5326923076923077,0.375,0.4406779661016951,T003
0.11737089201877932,0.32499999999999996,0.875,0.8192090395480225,T002
0.6713615023474179,0.32499999999999996,0.0,0.10169491525423746,T005
0.7136150234741784,0.32499999999999996,1.0,1.0,T007
0.8028169014084509,0.19329268292682922,0.375,0.8361581920903958,T001
0.7793427230046949,0.17682926829268286,0.875,0.4576271186440679,T004
0.06103286384976525,0.5409999999999999,1.0,1.0,T007
0.12676056338028163,1.0,0.375,0.8361581920903958,T001
0.33333333333333337,0.3537234042553191,0.875,0.4576271186440679,T004
0.6713615023474179,0.2695205479452054,0.375,0.4406779661016951,T003
0.7981220657276994,0.4104430379746835,0.375,0.8361581920903958,T001
0.7511737089201879,0.274375,0.875,0.4576271186440679,T004
0.2816901408450704,0.20760869565217388,0.625,0.26553672316384214,T010
0.6901408450704226,0.23253424657534244,0.875,0.8192090395480225,T002
0.19248826291079812,0.4288461538461538,0.25,0.0,T006
0.6807511737089201,0.23253424657534244,0.875,0.4576271186440679,T004
0.16901408450704225,0.28642857142857137,0.375,0.4406779661016951,T003
0.8075117370892019,0.3951298701298701,0.625,0.26553672316384214,T010
0.380281690140845,0.24999999999999994,0.375,0.8361581920903958,T001
0.187793427230047,0.19329268292682922,0.375,0.8361581920903958,T001
0.4178403755868545,0.39999999999999997,0.625,0.26553672316384214,T010
0.6619718309859156,0.34349315068493147,0.875,0.4576271186440679,T004
0.9436619718309861,0.355,1.0,1.0,T007
0.46478873239436613,0.18289473684210522,0.25,0.0,T006
0.1408450704225352,0.36357142857142855,0.75,0.5310734463276838,T009
0.06103286384976525,0.05499999999999994,0.375,0.8361581920903958,T001
0.9812206572769951,0.38125,0.75,0.5310734463276838,T009
0.9765258215962441,0.2693298969072164,1.0,1.0,T007
0.7652582159624414,0.20687499999999998,0.25,0.0,T006
0.3098591549295774,0.26989795918367343,0.875,0.8192090395480225,T002
0.08920187793427231,0.46465517241379306,0.625,0.26553672316384214,T010
0.9671361502347416,0.28236842105263155,0.75,0.5310734463276838,T009
0.8262910798122066,0.29246987951807224,1.0,0.14689265536723184,T008
0.15962441314553988,0.25202702702702695,0.75,0.5310734463276838,T009
0.7699530516431924,0.2224683544303797,1.0,1.0,T007
0.32863849765258213,0.2147959183673469,0.375,0.8361581920903958,T001
